did,url,title,body
20192012-3,http://agask.uqcloud.net/agotatorapi/resources/20192012.pdf,Deep placement of nutrients: Long-term crop responses after six years of productionâDysart,Re-applied deep-banded phosphorus treatments (30 kg P/ha) in 2019 produced an additional 924 kg/ha mean yield advantage over residual phosphorus treatments  irrespective of original phosphorus rate applied in 2013. The best plot yields exceeded 3.5 tonnes/ha  a 146% yield increase over the mean zero phosphorus treatment. 3.
20192012-4,http://agask.uqcloud.net/agotatorapi/resources/20192012.pdf,Deep placement of nutrients: Long-term crop responses after six years of productionâDysart,There was no significant yield response in the residual deep K applications in chickpeas  suggesting residual responses had been exhausted. 4. Reapplied deep-banded potassium treatments (50 kg K/ha) in 2019 produced a mean yield advantage of 250â500 kg/ha over the residual potassium treatments  but only where background phosphorus was applied.
20192012-81,http://agask.uqcloud.net/agotatorapi/resources/20192012.pdf,Deep placement of nutrients: Long-term crop responses after six years of productionâDysart,The trial also shows that reapplying P after six years increased yields by nearly 1 t/ha over the highest residual banding treatment of 40 kg P/ha; reapplying with an extra 30 kg P/ha in year six lifted the accumulated grain yield response to 6.6 t/ha. It appears the effectiveness of the residual bands reduced over time but the optimal timing for reapplying deep-P is still unknown.
20192012-49,http://agask.uqcloud.net/agotatorapi/resources/20192012.pdf,Deep placement of nutrients: Long-term crop responses after six years of productionâDysart,Scatter plot of grain yields versus plant uptake of phosphorus across selected deep phosphorus treatments. The contribution of surface P to the 2019 yields was assessed by including a single starter rate across all treatments with a subsequent split for no application of starter fertiliser  at planting. Overall trial mean data showed a significantly higher yield âwithâ starter (2418 kg/ha)  compared to âwithoutâ starter (2270 kg/ha).
20192012-80,http://agask.uqcloud.net/agotatorapi/resources/20192012.pdf,Deep placement of nutrients: Long-term crop responses after six years of productionâDysart,with and without the extra application of potassium in 2019. Accumulated grain yield (kg/ha) Deep-K treatment Improvement (on residual K from 2013 vs FR) Improvement (with re-additional K in 2019 vs FR) Difference (as a result of reapplications in 2019) FR 0 0 0 0K 2945 3501 555 (19%) 25K 4209 4463 253 (6%) 50K 4218 4702 483 (11%) 100K 4270 4566 296 (7%) Implications for growers This trial confirms that a single deep application of P at 20 kg/ha or 40 kg/ha can increase yields significantly over a period of six years  with higher application rates providing better yields in the final three years. Indeed  40 kg P/ha produced 5.7 t/ha more accumulated grain over the life of the project than the baseline FR treatment.
20192012-59,http://agask.uqcloud.net/agotatorapi/resources/20192012.pdf,Deep placement of nutrients: Long-term crop responses after six years of productionâDysart,with and without the extra application of phosphorus in 2019. Accumulated grain yield (kg/ha) Deep-P treatment Improvement (on residual P from 2013 vs FR) Improvement (with re-additional P in 2019 vs FR) Difference (as a result of reapplications in 2019) FR 0 0 0 0P 1765 3919 2153 (122%) 10P 3749 5467 1717 (46%) 20P 4734 6151 1417 (30%) 40P 5697 6621 923 (16%) The presence of 0P  0P-KS  40P and 40P-KS treatments allows us to break down the individual contributions of re-applied P and K. Yields in the 0P-KS+30P treatment were higher than the 0P-KS+0P treatment by over 1700 kg/ha ($1125/ha crop revenue)  whilst 40P-KS+30P out-yielded 40P-KS+0P treatment by ~650 kg/ha ($420/ha crop revenue). Where background K was also re-applied (40P+30P and 40P+0P)  an additional 560 kg/ha and 320 kg/ha of grain was produced respectively (Table 2).
20192012-24,http://agask.uqcloud.net/agotatorapi/resources/20192012.pdf,Deep placement of nutrients: Long-term crop responses after six years of productionâDysart,Grain yields from the 2019 chickpea crop showed no response to the residual S treatments. The S trial results have not been included in this trial report. Results Phosphorus trial Mean grain yields in the 2019 chickpeas increased significantly where additional P (+30 kg/ha) was applied compared to treatments relying on the residual P (+0 kg/ha) applied in 2013 (Figure 1).
20192012-30,http://agask.uqcloud.net/agotatorapi/resources/20192012.pdf,Deep placement of nutrients: Long-term crop responses after six years of productionâDysart,Grain yields from the 2019 chickpea crop showed no response to the residual S treatments. The S trial results have not been included in this trial report. Results Phosphorus trial Mean grain yields in the 2019 chickpeas increased significantly where additional P (+30 kg/ha) was applied compared to treatments relying on the residual P (+0 kg/ha) applied in 2013 (Figure 1).
20192012-13,http://agask.uqcloud.net/agotatorapi/resources/20192012.pdf,Deep placement of nutrients: Long-term crop responses after six years of productionâDysart,There were six replicates making a total of 48 plots for the trial. In 2019 the four original P treatments (0  10  20 and 40 kg P/ha) had their plots split and 30 kg P/ha applied in 50 cm bands at a depth of 25 cm with a YeomansÂ® deep ripper implement (Table 1). The band spacing for the reapplication was the same as the original treatments carried out in 2013.
20192012-81,http://agask.uqcloud.net/agotatorapi/resources/20192012.pdf,Deep placement of nutrients: Long-term crop responses after six years of productionâDysart,The trial also shows that reapplying P after six years increased yields by nearly 1 t/ha over the highest residual banding treatment of 40 kg P/ha; reapplying with an extra 30 kg P/ha in year six lifted the accumulated grain yield response to 6.6 t/ha. It appears the effectiveness of the residual bands reduced over time but the optimal timing for reapplying deep-P is still unknown.
20192012-80,http://agask.uqcloud.net/agotatorapi/resources/20192012.pdf,Deep placement of nutrients: Long-term crop responses after six years of productionâDysart,with and without the extra application of potassium in 2019. Accumulated grain yield (kg/ha) Deep-K treatment Improvement (on residual K from 2013 vs FR) Improvement (with re-additional K in 2019 vs FR) Difference (as a result of reapplications in 2019) FR 0 0 0 0K 2945 3501 555 (19%) 25K 4209 4463 253 (6%) 50K 4218 4702 483 (11%) 100K 4270 4566 296 (7%) Implications for growers This trial confirms that a single deep application of P at 20 kg/ha or 40 kg/ha can increase yields significantly over a period of six years  with higher application rates providing better yields in the final three years. Indeed  40 kg P/ha produced 5.7 t/ha more accumulated grain over the life of the project than the baseline FR treatment.
20192012-13,http://agask.uqcloud.net/agotatorapi/resources/20192012.pdf,Deep placement of nutrients: Long-term crop responses after six years of productionâDysart,There were six replicates making a total of 48 plots for the trial. In 2019 the four original P treatments (0  10  20 and 40 kg P/ha) had their plots split and 30 kg P/ha applied in 50 cm bands at a depth of 25 cm with a YeomansÂ® deep ripper implement (Table 1). The band spacing for the reapplication was the same as the original treatments carried out in 2013.
20192012-3,http://agask.uqcloud.net/agotatorapi/resources/20192012.pdf,Deep placement of nutrients: Long-term crop responses after six years of productionâDysart,Re-applied deep-banded phosphorus treatments (30 kg P/ha) in 2019 produced an additional 924 kg/ha mean yield advantage over residual phosphorus treatments  irrespective of original phosphorus rate applied in 2013. The best plot yields exceeded 3.5 tonnes/ha  a 146% yield increase over the mean zero phosphorus treatment. 3.
20192012-83,http://agask.uqcloud.net/agotatorapi/resources/20192012.pdf,Deep placement of nutrients: Long-term crop responses after six years of productionâDysart,It may also be that chickpeas are particularly sensitivity to P  or that the sorghum crops at this site ran into N constraints and could not express their full P response. The size of the response to deep-applied P is not always just about the rate of P applied. Seasonal influences such as in-crop rainfall (amount and timing)  soil type (water holding capacity) and the status of other nutrients in the soil profile will all have significant impacts on the response to deep-applied P and K. The response to K at this site was overshadowed by the massive response to P. However over six years  the grain response was 1.2 t/ha over and above the response to P. There has been no real difference between the 100 kg K/ha and 50 kg K/ha treatments.
20192012-52,http://agask.uqcloud.net/agotatorapi/resources/20192012.pdf,Deep placement of nutrients: Long-term crop responses after six years of productionâDysart,The residual P treatments added an extra 2â5 kg/ha of P uptake and the reapplication treatments boosted P uptake by another 4-5 kg/ha. The starter effect added nothing to the residual or the re-applied treatments. The deep banding was far more effective in getting more P into the plant than using just a starter P strategy  especially given the lack of in-crop rainfall.
20192012-57,http://agask.uqcloud.net/agotatorapi/resources/20192012.pdf,Deep placement of nutrients: Long-term crop responses after six years of productionâDysart,The reapplication of P in 2019 has added an extra 923 kg/ha (16%) of accumulated yield to the 40P treatment and 1417 kg/ha (30%) to the 20P treatment (Table 3). The cost to reapply 30 kg/ha of P  50 kg/ha K and 90 kg/ha N was roughly $260/ha; the reapplication has paid for itself and delivered a profit in the year of application.
20192012-82,http://agask.uqcloud.net/agotatorapi/resources/20192012.pdf,Deep placement of nutrients: Long-term crop responses after six years of productionâDysart,Given the size of yield gains  there is a likely advantage in reapplying the P earlier than six years. Relative yield responses to deep-P have been higher in chickpeas than sorghum at this site. This may be a characteristic of grain legume crops in general  but more testing across the other legume crops is needed to be confident of that.
20192012-24,http://agask.uqcloud.net/agotatorapi/resources/20192012.pdf,Deep placement of nutrients: Long-term crop responses after six years of productionâDysart,Grain yields from the 2019 chickpea crop showed no response to the residual S treatments. The S trial results have not been included in this trial report. Results Phosphorus trial Mean grain yields in the 2019 chickpeas increased significantly where additional P (+30 kg/ha) was applied compared to treatments relying on the residual P (+0 kg/ha) applied in 2013 (Figure 1).
20192024-51,http://agask.uqcloud.net/agotatorapi/resources/20192024.pdf,Farming systems: Water dynamics and the impact of crop sequences over time,The efficiency of this fallow storage is driven by the stubble left by the previous crop and the duration of the fallow period. Crop type also influences how efficiently crop water use is converted to grain. This research suggests storing more than 80 mm  100 mm or 120 mm PAW prior to planting chickpea  wheat or sorghum (respectively) increases the likelihood of optimising crop WUE.
20192024-32,http://agask.uqcloud.net/agotatorapi/resources/20192024.pdf,Farming systems: Water dynamics and the impact of crop sequences over time,Crops of wheat  chickpea and sorghum that had less than 100 mm of plant available water coming into the season  had much less chance of achieving a high crop WUE; crops planted on lower soil moisture are more at risk of depleting the soil profile prior to flowering and grain-fill without significant in-crop rain. The data suggest that chickpea may be less susceptible to this than wheat or sorghum.
20192024-2,http://agask.uqcloud.net/agotatorapi/resources/20192024.pdf,Farming systems: Water dynamics and the impact of crop sequences over time,Key findings 1. The water use efficiency of crops is lower when chickpea  wheat or sorghum have less than 80 mm  100 mm or 120 mm respectively prior to planting. Waiting until soil moisture reaches these levels is critical to maximise conversion of accumulated soil moisture into grain.
20192024-39,http://agask.uqcloud.net/agotatorapi/resources/20192024.pdf,Farming systems: Water dynamics and the impact of crop sequences over time,The WUE of crops generally increased with the soil water available at planting. Crops of wheat  chickpea and sorghum that had less than 100 mm of plant available water coming into the season  had much less chance of achieving a high crop WUE; crops planted on lower soil moisture are more at risk of depleting the soil profile prior to flowering and grain-fill without significant in-crop rain.
20192024-29,http://agask.uqcloud.net/agotatorapi/resources/20192024.pdf,Farming systems: Water dynamics and the impact of crop sequences over time,Data collected from the farming systems experiments show that the 'marginal' WUE (kg/mm from additional crop water use) reached its potential at 24 kg/mm for wheat  12.5 kg/mm for chickpea and 18 kg/mm for grain sorghum. Despite this potential and good crop management in these experiments  the average across all the crops measured was Figure 5. PAW dynamics of two of the Mungindi cropping systems.
20192024-22,http://agask.uqcloud.net/agotatorapi/resources/20192024.pdf,Farming systems: Water dynamics and the impact of crop sequences over time,In the mixed systems  the fallow was continued to sorghum in October 2016. The wheat stubble continued to provide higher fallow efficiency in this longer fallow  with 12 mm more PAW at planting than the faba bean stubble. The extra PAW was subsequently used by the sorghum crop and the two systems had the same PAW at harvest;
20192024-45,http://agask.uqcloud.net/agotatorapi/resources/20192024.pdf,Farming systems: Water dynamics and the impact of crop sequences over time,106 | QUEENSLAND GRAINS RESEARCH 2019â20 at higher PAW the FE is lower  as is the potential to improve WUE with more stored water. Crop effects on efficiency of subsequent fallows Fallow efficiency data following 148 crops was collated to compare how different crop types impact on subsequent fallow efficiencies (Table 2). Fallows with little rain (<80 mm) were removed as this distorts the FE values.
20192024-21,http://agask.uqcloud.net/agotatorapi/resources/20192024.pdf,Farming systems: Water dynamics and the impact of crop sequences over time,For example  when faba bean and wheat were planted in the same season with similar starting PAW (Figure 4)  the wheat extracted 14 mm more water than the faba bean (compared to the 53 mm difference on the constrained soil at Billa Billa). After harvest the wheat accumulated an extra 14 mm PAW; the two systems then had the same PAW again when the winter-only systems were planted.
20192024-38,http://agask.uqcloud.net/agotatorapi/resources/20192024.pdf,Farming systems: Water dynamics and the impact of crop sequences over time,15.3 kg/mm for wheat  8.8 kg/mm for chickpea and 14.3 kg/mm for sorghum (Figure 6  top row). This demonstrates that while WUE is a useful benchmark  there is large season to season variability due to the timing of rainfall events and other stresses that reduce crop yields. These seasonal differences for in-crop rainfall mean there was no clear relationship between planting soil water and crop yield across this data  but there was an interesting relationship between available soil water at planting for the crop and the 'marginal' WUE that that crop achieved (Figure 6  middle row).
201640-19,http://agask.uqcloud.net/agotatorapi/resources/201640.pdf,Increasing soil organic matter by applying nitrogen fertiliser to maximise biomass production on established grass pastureâChinchilla,152 | QUEENSLAND GRAINS RESEARCH â 2016 in most old cropping soils that have low levels of available nitrogen due to their declining soil carbon levels. This trial increased biomass by ~200% with the addition of 100 kg N/ha/yr to a recently established grass pasture on an older  rundown cropping soil. The results suggest strong economic returns and the potential for greater increases in carbon stock with the addition of N fertiliser.
201640-6,http://agask.uqcloud.net/agotatorapi/resources/201640.pdf,Increasing soil organic matter by applying nitrogen fertiliser to maximise biomass production on established grass pastureâChinchilla,Consequently  nitrogen (N) is required in most old cropping soils that have low levels of available N due to their declining soil carbon levels. The required N to maximise pasture production can be supplied to the system by the inclusion of a legume in the pasture mix or by the addition of N fertiliser. Fertilising pasture with N (as opposed to establishing a legume/grass mix) will be quicker and more effective at increasing SOC in the short-term  and may better fit a grain farming system.
201640-2,http://agask.uqcloud.net/agotatorapi/resources/201640.pdf,Increasing soil organic matter by applying nitrogen fertiliser to maximise biomass production on established grass pastureâChinchilla,Soil organic carbon increased with the establishment of pasture. 2. Biomass was increased by approximately 200% with the addition of 100 kg N/ha/yr.
201640-11,http://agask.uqcloud.net/agotatorapi/resources/201640.pdf,Increasing soil organic matter by applying nitrogen fertiliser to maximise biomass production on established grass pastureâChinchilla,In total  the annual application of 50 and 100 kg N/ha provided 7.8 (~100%) and 14.6 (~200%) tonnes of additional biomass respectively compared to the unfertilised pasture treatment (Figure 1). The average total organic carbon (TOC) levels at the beginning of the trial were extremely low (0.22% 0â10 cm and 0.12% 10â30 cm) reflecting the impact that long-term cropping has on SOC levels on lighter soil types. However  these lighter soils are expected to respond more rapidly to the additional biomass produced by a productive pasture.
201640-3,http://agask.uqcloud.net/agotatorapi/resources/201640.pdf,Increasing soil organic matter by applying nitrogen fertiliser to maximise biomass production on established grass pastureâChinchilla,3. Soil carbon stocks trended upwards as nitrogen levels increased. Background Soil organic matter (SOM) levels have declined in cropping country.
201640-7,http://agask.uqcloud.net/agotatorapi/resources/201640.pdf,Increasing soil organic matter by applying nitrogen fertiliser to maximise biomass production on established grass pastureâChinchilla,This trial was undertaken to determine the impact of the application of different annual N rates to a recently established grass pasture  its biomass production  SOC and ultimately SOM levels. Treatments The following treatments were applied to a two year old Rhodes grass pasture on a degraded sandy loam  with very low SOC  near Chinchilla with three replicates: â¢ Grass only (0 kg N/ha) â¢ Grass + 50 N kg/ha/year â¢ Grass + 100 N kg/ha/year The fertiliser treatments were initially applied to the pasture in November 2012 and were repeated annually;
201638-18,http://agask.uqcloud.net/agotatorapi/resources/201638.pdf,The economics of deep placement of phosphorus in Queensland and northern NSW,This is typical of longer term decisions with large upfront costs and returns expected over a number of following years. On average the 20 kg P/ha treatment generated an annual income of around $100/ha more than the farm reference treatment. Nine of the 15 sites generated profits in the second year  with an average profit increase of approximately $80/ha.
201638-20,http://agask.uqcloud.net/agotatorapi/resources/201638.pdf,The economics of deep placement of phosphorus in Queensland and northern NSW,In situations where K and S levels are already sufficient  the majority of sites would return a profit in the second year. Table 5. Cumulative net benefit generated over time by 20 kg P/ha treatment Year 1 Year 2 Year 3 Number of sites 21 15 7 Average cumulative net benefit -$73 -$5 -$11 Max net benefit $106 $222 $331 Number of sites with net benefit 5 9 3 Responses to P have varied  with season type being an important factor.
201638-3,http://agask.uqcloud.net/agotatorapi/resources/201638.pdf,The economics of deep placement of phosphorus in Queensland and northern NSW,3. The majority of 20 kg P/ha treatments would return a profit within two years  if there were no other constraints. Various sites Background Phosphorus (P) requirements for early crop development are well known for Queensland and northern New South Walesâ cropping soils  with critical limits defined and the use of starter P fertilisers well adopted.
201636-26,http://agask.uqcloud.net/agotatorapi/resources/201636.pdf,Chickpea: no responses to starter and deep phosphorusâRoma  Lundavra  Westmar and Warra,Error bar are standard error for each mean. Letters indicated lsd at 5% Implications for growers Deep P application has had no effect on grain yield in southern Queensland in 2016. This contrasts with results from CQ where grain yield increases have been substantial  but the unusually wet season with prolonged access to the top 10 cm layer may have been a contributing factor.
201636-18,http://agask.uqcloud.net/agotatorapi/resources/201636.pdf,Chickpea: no responses to starter and deep phosphorusâRoma  Lundavra  Westmar and Warra,Chickpea grain yield (kg/ha) from deep placed P treatments at a) Mt Bindango South  b) Lundavra  c) West- mar and d) Warra in 2016. Error bars are standard error for each mean 140 | QUEENSLAND GRAINS RESEARCH â 2016 (Figure 1a)  Lundavra (Figure 1b) and Westmar (Figure 1c) ranged between 2200 and 2600 kg/ha for all treatments  while the Warra yields were higher at 2800 to 3000 kg/ha (Figure 1d). The consistency of yield at all sites suggests another factor  possibly rainfall-related  may have determined grain yield for this season.
201636-4,http://agask.uqcloud.net/agotatorapi/resources/201636.pdf,Chickpea: no responses to starter and deep phosphorusâRoma  Lundavra  Westmar and Warra,Whole plant phosphorus concentration increased with deep phosphorus rate. 3. Grain phosphorus removal was generally 3.0-3.5 kg P/t Background As the length of time we have been cropping land increases  immobile nutrients such as phosphorus (P) and potassium (K) are being taken up by plants from the soil in the 10-30 cm layer.
201629-26,http://agask.uqcloud.net/agotatorapi/resources/201629.pdf,Chickpea: responsive to deep applied phosphorus and potassium on scrub soilsâComet River,This may mean that the plant managed to access enough K out of the surface soil after each rain event to meets its needs. Good pod set in plots with background P fertiliser added REGIONAL AGRONOMY NETWORK | 115 Implications for growers This trial has demonstrated that when soil test values for Colwell P are 5 mg/kg or less in the subsurface profile then there is a strong response to deep placed P regardless of seasonal conditions. This site had adequate P levels in the surface 10 cm profile and plenty of in-crop rainfall but it still responded to the additional P fertiliser even though it should have had access to surface P on regular occasions.
201658-15,http://agask.uqcloud.net/agotatorapi/resources/201658.pdf,Wheat and barley: regional crown rot managementâWestmar,The more susceptible varieties  durum wheats  suffered yield losses of 45-52%  while the more tolerant barley varieties lost between 17% and 33% of their yield. The range of yield loss from the bread wheat varieties was from 39% for EGA GregoryP (a susceptible variety) to 16% for MitchP  SunguardP and LongReach GauntletP (all moderately susceptible varieties). It is interesting to note that the only other MS rated variety  LongReach SpitfireP lost 35% of its yield.
201658-6,http://agask.uqcloud.net/agotatorapi/resources/201658.pdf,Wheat and barley: regional crown rot managementâWestmar,LongReach ReliantP lost 39% of its yield (equivalent to EGA GregoryP)  while CoolahP lost 33% of its yield (equivalent to LongReach FlankerP). Background Crown rot (CR) caused predominantly by the fungus Fusarium pseudograminearum (Fp)  remains a major constraint to the production of winter cereals in Queensland and northern New South Wales. Cereal varieties differ in their resistance to crown rot which can have a significant impact on their relative yield in the presence of this disease.
201658-5,http://agask.uqcloud.net/agotatorapi/resources/201658.pdf,Wheat and barley: regional crown rot managementâWestmar,The moderately susceptible (MS) rated varieties were more consistent LongReach GauntletP  SunguardP and MitchP each lost 16% of their yield while LongReach SpitfireP was an outlier and lost 35%  a poorer result than the MSS rated varieties. 4. The new varieties both performed quite poorly.
201658-11,http://agask.uqcloud.net/agotatorapi/resources/201658.pdf,Wheat and barley: regional crown rot managementâWestmar,in the presence of crown rot  the yield of these two varieties was reduced to 61% and 67% of the untreated yield respectively. This equates to a susceptible (S) or MSS rating when compared to the yield loss for EGA GregoryP and LongReach FlankerP. The durum varieties all performed very poorly. The yield of JandaroiP was reduced by 52%  the yield of DBA LillaroiP was reduced by 49% and the yield of the experimental line 190873 was reduced by 45%.
201658-10,http://agask.uqcloud.net/agotatorapi/resources/201658.pdf,Wheat and barley: regional crown rot managementâWestmar,Yield loss ranged from 16% for MitchP  LongReach GauntletP and SunguardP to 52% for JandaroiP. This equates to a loss of between 0.63 and REGIONAL AGRONOMY NETWORK | 211 2.34 t/ha (Figure 1). Almost invariably the yield of the plots left untreated yielded higher than all of the plots with inoculum added. The only exceptions were MitchP and CommanderP. The new varieties  LongReach ReliantP and CoolahP performed quite poorly;
201658-8,http://agask.uqcloud.net/agotatorapi/resources/201658.pdf,Wheat and barley: regional crown rot managementâWestmar,Four barley varieties (CompassP  CommanderP  La TrobeP and Spartacus CLP) â¢ Two durum varieties (JandaroiP and DBA LillaroiP) and one experimental line (190873) â¢ Ten commercial bread wheat varieties: EGA GregoryP  LongReach FlankerP  SunmateP  LongReach GauntletP  LongReach LancerP  LongReach SpitfireP  BeckomP  MitchP  SuntopP and SunguardP (listed in order of increasing resistance to crown rot)  two new varieties LongReach ReliantP  CoolahP and one experimental line (LPB12-0494). For each entry there were three replicates of both added and no added crown rot.
201658-3,http://agask.uqcloud.net/agotatorapi/resources/201658.pdf,Wheat and barley: regional crown rot managementâWestmar,Yield loss in the presence of crown rot infection ranged from 16-39% in the bread wheats and 17-33% in the barley varieties. 2. The three durum entries preformed very poorly losing between 45-52% of their yield.
201658-14,http://agask.uqcloud.net/agotatorapi/resources/201658.pdf,Wheat and barley: regional crown rot managementâWestmar,0 2 4 6 8 10 12 14 16 G ra in p ro te in (% ) Variety Minus inoculum Plus inoculum Figure 2. Grain protein comparisons for all varieties with and without crown rot inoculum added (lsd at P=0.05) 212 | QUEENSLAND GRAINS RESEARCH â 2016 Implications for growers Growers need to be aware of the deleterious impact of crown rot on the yield of their winter cereals. In all cases the addition of Fp inoculum resulted in a significant yield loss.
201658-4,http://agask.uqcloud.net/agotatorapi/resources/201658.pdf,Wheat and barley: regional crown rot managementâWestmar,3. Resistance ratings are a poor indicator of potential yield loss in an individual trial as the results are quite variable  even within resistance rating groups. The moderately susceptibleâsusceptible (MSS) varieties SuntopP  SunmateP  LongReach FlankerP and LongReach LancerP lost between 20-33%.
20181918-34,http://agask.uqcloud.net/agotatorapi/resources/20181918.pdf,The impact different farming systems have on soil nitrogen  phosphorus and potassiumâNorthern Region,As our capacity to grow high- yielding grain legumes has increased  so too has our harvest index and hence the ratio of N removed in grain to that left in biomass  thereby diminishing the contributions of residual N after the crop. Phosphorous export was variable across sites  so no conclusions have been drawn regarding P  however the Higher legume system did increase the amount of potassium exported across all sites relative to Baselineâalthough this is not unexpected as legume seed has more than double the K content than cereal grains. In situations where K deficiency may be an emerging issue or where levels are marginal  this greater export under a Higher legume system may mean that nutrients will need to be replaced sooner or a higher level of replacement will be required.
20181918-16,http://agask.uqcloud.net/agotatorapi/resources/20181918.pdf,The impact different farming systems have on soil nitrogen  phosphorus and potassiumâNorthern Region,However  the Higher legume system increased the amount of potassium exported across all sites relative to Baseline (avg. 14 kg K/ha)  with Pampas (moderate intensity) exporting 31 kg K/ha more compared to the Baseline system (2015 to 2018). What are the consequences of increasing fertiliser inputs on system nutrient balance and use?
20181918-23,http://agask.uqcloud.net/agotatorapi/resources/20181918.pdf,The impact different farming systems have on soil nitrogen  phosphorus and potassiumâNorthern Region,However  the Higher legume system increased the amount of potassium exported across all sites relative to Baseline (avg. 14 kg K/ha)  with Pampas (moderate intensity) exporting 31 kg K/ha more compared to the Baseline system (2015 to 2018). What are the consequences of increasing fertiliser inputs on system nutrient balance and use?
20181918-30,http://agask.uqcloud.net/agotatorapi/resources/20181918.pdf,The impact different farming systems have on soil nitrogen  phosphorus and potassiumâNorthern Region,The additional P applied to Higher nutrient systems did not influence grain P export. There was no difference between K export compared to the Baseline systems at all sites. This was not unexpected as we did not see significant yield responses to the higher nutrient application strategies.
20181918-3,http://agask.uqcloud.net/agotatorapi/resources/20181918.pdf,The impact different farming systems have on soil nitrogen  phosphorus and potassiumâNorthern Region,Increasing the frequency of legumes doesnât necessarily reduce nitrogen inputs required across the crop sequence and increases export of potassium. 3. Higher fertiliser application has maintained higher soil mineral nitrogen levels but rarely increased grain yield or total system nitrogen use.
20181918-26,http://agask.uqcloud.net/agotatorapi/resources/20181918.pdf,The impact different farming systems have on soil nitrogen  phosphorus and potassiumâNorthern Region,On average across all sites the higher nutrient system had 43 kg N/ha more soil mineral N than the Baseline â i.e. about 55% of additional N applied Table 3. Cumulative phosphorus and potassium removal for Baseline and Higher legume systems (2015â2018). Site P export (kg/ha) Applied fertiliser P (kg P/ha) K export (kg K/ha) Baseline Higher legume Baseline Higher legume Baseline Higher legume Billa Billa 41 34 27 36 57 66 Emerald 29 32 22 21 56 63 Mungindi 12 14 7 7 24 25 Narrabri 26 34 24 24 42 54 Spring Ridge 32 35 33 33 53 64 Trangie (grey) 15 14 35 35 19 22 Trangie (red) 17 19 35 35 23 26 Pampas (mod int.)
20181918-19,http://agask.uqcloud.net/agotatorapi/resources/20181918.pdf,The impact different farming systems have on soil nitrogen  phosphorus and potassiumâNorthern Region,On average across all sites the higher nutrient system had 43 kg N/ha more soil mineral N than the Baseline â i.e. about 55% of additional N applied Table 3. Cumulative phosphorus and potassium removal for Baseline and Higher legume systems (2015â2018). Site P export (kg/ha) Applied fertiliser P (kg P/ha) K export (kg K/ha) Baseline Higher legume Baseline Higher legume Baseline Higher legume Billa Billa 41 34 27 36 57 66 Emerald 29 32 22 21 56 63 Mungindi 12 14 7 7 24 25 Narrabri 26 34 24 24 42 54 Spring Ridge 32 35 33 33 53 64 Trangie (grey) 15 14 35 35 19 22 Trangie (red) 17 19 35 35 23 26 Pampas (mod int.)
20181918-18,http://agask.uqcloud.net/agotatorapi/resources/20181918.pdf,The impact different farming systems have on soil nitrogen  phosphorus and potassiumâNorthern Region,Also significant amounts of additional N applied remained in the mineral N pool  hence available in subsequent crops. Additional applied N in the Higher nutrient system resulted in an increase of exported N at seven of the 11 sites (Table 4). Additional N applied in the Higher nutrient system reduced the depletion of background soil mineral N status at ten sites.
20181918-25,http://agask.uqcloud.net/agotatorapi/resources/20181918.pdf,The impact different farming systems have on soil nitrogen  phosphorus and potassiumâNorthern Region,Also significant amounts of additional N applied remained in the mineral N pool  hence available in subsequent crops. Additional applied N in the Higher nutrient system resulted in an increase of exported N at seven of the 11 sites (Table 4). Additional N applied in the Higher nutrient system reduced the depletion of background soil mineral N status at ten sites.
20181918-12,http://agask.uqcloud.net/agotatorapi/resources/20181918.pdf,The impact different farming systems have on soil nitrogen  phosphorus and potassiumâNorthern Region,Some sites (e.g. Emerald) did reduce the required N fertiliser (by 83 kg N/ha). At other sites  such as Trangie (grey soil) and Pampas  the Higher legume system increased N fertiliser required in subsequent crops by 25 kg N/ha compared to the local Baseline system. These findings can be explained by the Higher legume system exporting more N (avg.
20181918-13,http://agask.uqcloud.net/agotatorapi/resources/20181918.pdf,The impact different farming systems have on soil nitrogen  phosphorus and potassiumâNorthern Region,30 kg N/ha) from the cropping system (through grain harvest) than Baseline (8 of 11 sites) (Table 2). Table 2. Cumulative nitrogen dynamics for the Baseline and Higher legume systems (2015â2018).
20181918-24,http://agask.uqcloud.net/agotatorapi/resources/20181918.pdf,The impact different farming systems have on soil nitrogen  phosphorus and potassiumâNorthern Region,As predicted the Higher nutrient system increased the amount of N fertiliser applied at each site over the cropping sequence (avg. 83 kg N/ha extra) between 2015 and 2018 relative to Baseline. Results show that applying N fertiliser to aim for a 90th percentile yield potential may reduce the mining of soil available N  especially in soils with high fertility (e.g. Billa Billa).
20181918-17,http://agask.uqcloud.net/agotatorapi/resources/20181918.pdf,The impact different farming systems have on soil nitrogen  phosphorus and potassiumâNorthern Region,As predicted the Higher nutrient system increased the amount of N fertiliser applied at each site over the cropping sequence (avg. 83 kg N/ha extra) between 2015 and 2018 relative to Baseline. Results show that applying N fertiliser to aim for a 90th percentile yield potential may reduce the mining of soil available N  especially in soils with high fertility (e.g. Billa Billa).
20181918-22,http://agask.uqcloud.net/agotatorapi/resources/20181918.pdf,The impact different farming systems have on soil nitrogen  phosphorus and potassiumâNorthern Region,REGIONAL RESEARCH AGRONOMY | 93 This was also reflected in total system N use (soil mineral N depletion plus fertiliser N inputs)  with only six of the 11 Higher legume systems reducing total N use compared to Baseline; the largest reduction was 88 kg N/ha at Emerald. Phosphorous export was variable across sites (Table 3).
